id;es;en
Q103411;V de Vendetta;V for Vendetta
Q1033470;Hana to Yume;Hana to Yume
Q1037243;Young Gangan;Young Gangan
Q1038174;El crisantemo y la espada;The Chrysanthemum and the Sword
Q105294916;Catálogo General de elBulli 1983-2011;elBulli1983-2011 General Catalogue
Q10289360;Getting to Know the General: The Story of an Involvement;Getting to Know the General: The Story of an Involvement
Q10370663;Sesinho y su pandilla;Sesinho
Q10397117;Den svenska psalmboken 1695;Den svenska psalmboken 1695
Q10397133;Den svenska psalmboken – Av Konungen gillad och stadfästad år 1819;Den svenska psalmboken – Av Konungen gillad och stadfästad år 1819
Q10397153;Koralbok för Svenska kyrkan;Koralbok för Svenska kyrkan
Q10397159;1964 års koralbokstillägg;1964 års koralbokstillägg
Q10406445;Allt är guld, Sune;Allt är guld, Sune
Q104536547;Las emisiones transicionales árabe-musulmanes de Hispania;Las emisiones transicionales árabe-musulmanes de Hispania
Q104543161;The Ladder of Vision;The Ladder of Vision
Q104549361;39 Semana de Estudios Medievales. De Mahoma a Carlomagno. Los primeros tiempos (siglos 7–9);39 Semana de Estudios Medievales. De Mahoma a Carlomagno. Los primeros tiempos (siglos 7–9)
Q104551341;Libro de Horas de los Zúñiga;Zúñiga Book of Hours
Q104586903;Los deslizamientos de tierra - Investigación y Monitoreo;Landslides - Investigation and Monitoring
Q104587017;3 nits de torb i 1 Cap d’Any: crònica d’una tragèdia al Pirineu;3 nits de torb i 1 Cap d’Any: crònica d’una tragèdia al Pirineu
Q104587455;De la alquería a la Aljama: fundamentos de poder y organización social de las comunidades rurales de matriz islámica en Granada y Castilla;De la alquería a la Aljama: fundamentos de poder y organización social de las comunidades rurales de matriz islámica en Granada y Castilla
Q104587481;Paisajes Históricos y Arqueología Medieval;Paisajes Históricos y Arqueología Medieval
Q104599599;Huellas: Catedral de Murcia: Exposición 2002;Huellas: Catedral de Murcia: Exposición 2002
Q104618942;Entre Tierra y Fe. Los musulmanes en el reino cristiano de Valencia (1238–1609);Entre Tierra y Fe. Los musulmanes en el reino cristiano de Valencia (1238–1609)
Q104621823;El Alcázar de Segovia;El Alcázar de Segovia
Q104670195;Història de la Música Catalana, Valenciana i Balear;Història de la Música Catalana, Valenciana i Balear
Q104673277;Serious Sam 3 Bonus Content DLC;Serious Sam 3 Bonus Content DLC
Q104720504;La información gubernamental y el acceso a la información pública;La información gubernamental y el acceso a la información pública
Q104762823;Historia de la República de Andorra;Historia de la República de Andorra
Q104764348;Mármores;Mármores
Q104784729;Entehrt, Ausgeplündert, Arisiert : Entrechtung und Enteignung der Juden;Entehrt, Ausgeplündert, Arisiert : Entrechtung und Enteignung der Juden
Q104796972;Málaga en el punto de mira. Relato fotográfico del siglo XX;Málaga en el punto de mira. Relato fotográfico del siglo XX
Q104830928;Pensil del bello sexo;Pensil del bello sexo
Q104833661;Érase una vez...;Érase una vez...
Q104836698;Democratizing Innovation;Democratizing Innovation
Q104859441;El jazz, sus raíces y su desarrollo;Early Jazz: Its Roots and Musical Development
Q104878847;X-Factor (cómic de 2020);X-Factor
Q104901736;La Historia Profunda de la Tierra;Earth's Deep History
Q105015582;Diccionari intermediari occitan-francès (Gasconha);Diccionari intermediari occitan-francès (Gasconha)
Q105037824;La mémoire d'un village languedocien;La mémoire d'un village languedocien
Q105044058;Después;Later
Q105063249;Diccionari Alpin d’Òc;Diccionari Alpin d’Òc
Q105063675;Dictionnaire Français / Occitan gascon toulousain;Dictionnaire Français / Occitan gascon toulousain
Q105070753;La biblioteca digitale;La biblioteca digitale
Q10428757;Bert och Heman Hunters;Bert och Heman Hunters
Q10428764;Bert och kalla kriget;Bert och kalla kriget
Q10428817;Berts bravader;Berts bravader
Q10444343;Cecilia;Cecilia
Q10477510;Duktigt, Sune!;Duktigt, Sune!
Q10479848;Eddie och Maxon Jaxon;Eddie och Maxon Jaxon
Q10480142;Een lijten Song-book;Een lijten Song-book
Q105076562;Palaeobiology II;Palaeobiology II
Q105084877;El hombre fósil de Ibeas y el Pleistoceno de la Sierra de Atapuerca;El hombre fósil de Ibeas y el Pleistoceno de la Sierra de Atapuerca
Q105094630;La langue d'oc rétablie;La langue d'oc rétablie
Q105094652;La langue d'oc rétablie 1989;La langue d'oc rétablie 1989
Q105094692;Dictionnaire occitan-français d'après les parlers languedociens;Dictionnaire occitan-français d'après les parlers languedociens
Q105104027;Dictionnaire des idiomes romans du Midi de la France;Dictionnaire des idiomes romans du Midi de la France
Q105104109;Dictionnaire occitan-français Boissier de Sauvages;Dictionnaire occitan-français Boissier de Sauvages
Q105117459;El accidente de caza;The Hunting Accident: A True Story of Crime and Poetry
Q105154747;Dictionnaire français-occitan Laus;Dictionnaire français-occitan Laus
Q105197655;Dictionnaire occitan-français Laus;Dictionnaire occitan-français Laus
Q105198010;Dictionnaire de base français-provençal Lèbre;Dictionnaire de base français-provençal Lèbre
Q105240181;Dictionnaire béarnais ancien et moderne;Dictionnaire béarnais ancien et moderne
Q105271723;The Free Songbook;The Free Songbook
Q105271970;Śpiewnik;Śpiewnik
Q105273830;Petit dictionnaire provençal-français Levy;Petit dictionnaire provençal-français Levy
Q105274460;Petit dictionnaire français-occitan d'Auvergne Omelhier;Petit dictionnaire français-occitan d'Auvergne Omelhier
Q10483210;En barkbåt till Eddie;En barkbåt till Eddie
Q10483269;En ettas dagbok;En ettas dagbok
Q10498920;Frewden Spiegel deß ewigen Lebens;Frewden Spiegel deß ewigen Lebens
Q10499601;Frälsningsarméns sångbok 1943;Frälsningsarméns sångbok 1943
Q10500575;Fy katten, Sune;Fy katten, Sune
Q10501454;Församlings-Sångbok: andeliga sånger för gemensam och enskild uppbyggelse;Församlings-Sångbok: andeliga sånger för gemensam och enskild uppbyggelse
Q10510725;Gult är fult, Sune;Gult är fult, Sune
Q10515634;Svensk choralbok. Af kongl. psalm-kommitén gillad och antagen år 1819;Svensk choralbok. Af kongl. psalm-kommitén gillad och antagen år 1819
Q10524140;Himlajord;Himlajord
Q10524954;Hjärtesånger 1895;Hjärtesånger 1895
Q100152323;Stability Theory by Liapunov's Second Methods;Stability Theory by Liapunov's Second Methods
Q100152320;Hidden Gibbs Models: Theory and Applications;Hidden Gibbs Models: Theory and Applications
Q100152425;Vietnam Journal;Vietnam Journal
Q100158604;Estoril, los años dorados.;Estoril, los años dorados.
Q100230119;El bell país on els homes desitgen els homes;El bell país on els homes desitgen els homes
Q100512148;Pere Aragonès, l'independentisme pragmàtic;Pere Aragonès, l'independentisme pragmàtic
Q100763943;Cuatro poetas suicidas chinos;Cuatro poetas suicidas chinos
Q100766645;Newspaperbirds of march 2011;Newspaperbirds of march 2011
Q100777417;Introducción para Inquietos. Tomas Tranströmer. Nobel 2011;Introducción para inquietos
Q100777834;Vírgenes del Sol Inn Cabaret;Vírgenes del Sol Inn Cabaret
Q100789256;Trilogía de puerto peregrino;Trilogía de puerto peregrino
Q100789689;Morgue y otros poemas;Morgue y otros poemas
Q100789869;Culto a los ancestros, hechiceros y resistencia colonial: El caso de Gregorio Taco, Arequipa, 1750;Culto a los ancestros, hechiceros y resistencia colonial: El caso de Gregorio Taco, Arequipa, 1750
Q100872929;No muerto;No muerto
Q100894695;El pensamiento del poema;El pensamiento del poema
Q100917592;Una judía americana perdida en Israel;How to Understand Israel in 60 Days or Less
Q100945784;Mesas de diálogo alrededor de la música popular del Sotavento Veracruzano;Dialogue meetings on the folk music of Veracruz's Sotavento
Q101023903;Antología poética;Antología poética
Q101071079;Diccionario histórico bibliográfico comentado de Puerto Rico;Historical bibliographic annotated dictionary of Puerto Rico
Q101077829;Euzkadi en llamas;Euzkadi en llamas
Q101186990;Libro de Horas de Fernando y Sancha;Libro de horas de Fernando I de León
Q101223214;El camino;The Path
Q101244572;Manual de corte y estado de la monarquía austrohúngara;Court and State Manual of the Austro-hungarian Monarchy
Q101438530;La condition Humaine;La condition Humaine
Q101438774;La chartreuse du reposoir;La chartreuse du reposoir
Q101438833;Dialogues des carmélites;Dialogues des carmélites
Q101461989;Por el camino de Swann;Swann's Way
Q101462948;Por el camino de Swann;Dans l'ombre des jeunes filles fleuries
Q101496414;Proceedings of the Twenty-Ninth Annual ACM-SIAM Symposium on Discrete Algorithms;Proceedings of the Twenty-Ninth Annual ACM-SIAM Symposium on Discrete Algorithms
Q101528404;Rutilo Parroquín;Rutilo Parroquín
Q101564853;Iluminaciones en la sombra;Iluminaciones en la sombra
Q101654344;El país del diablo;El país del diablo
Q101831204;La cara oculta de los sindicatos en Uruguay;La cara oculta de los sindicatos en Uruguay
Q102079086;El ocaso de la democracia;Twilight of Democracy
Q102079156;El mito del paraíso andalusí;The Myth of the Andalusian Paradise
Q102079275;Nit fidel i virtuosa;Faithful and Virtuous Night
Q102107095;El publico;El publico
Q102241594;Por el camino de Swann;I Guermantes
Q102242068;Por el camino de Swann;Sodoma and Gomorra
Q102242185;Por el camino de Swann;La prigioniera
Q102242624;Por el camino de Swann;La fuggitiva
Q102243189;Por el camino de Swann;Il tempo ritrovato
Q102308364;Lecciones de la Historia Antigua de Centro América;Lecciones de la Historia Antigua de Centro América
Q102376902;Going South (libro);Going South
Q102417131;Lo que Natalia no sabe;Lo que Natalia no sabe
Q103217884;L'industrie télévisuelle revisitée - Typologie, relations sociales et notion(s) du succès;L'industrie télévisuelle revisitée - Typologie, relations sociales et notion(s) du succès
Q103235649;The Rise of Transtexts : Challenges and Opportunities;The Rise of Transtexts : Challenges and Opportunities
Q103837584;"hortus woburnensis; un catálogo descriptivo de más de seis mil plantas ornamentales cultivadas en Woburn Abbey";hortus ericaeus woburnensis
