id;es;en
Q1036517;Land of the Rising Sun;Land of the Rising Sun
Q1036621;Hiperkarma;Hiperkarma
Q1036657;Hypocrisy Is the Greatest Luxury;Hypocrisy Is the Greatest Luxury
Q10363290;Roberto Carlos;Roberto Carlos
Q10363291;Roberto Carlos;Roberto Carlos
Q10363288;Roberto Carlos;Roberto Carlos
Q10366729;Sabotage;Sabotage
Q10366811;Sacrificial Suicide;Sacrificial Suicide
Q10366882;Sailing My Life;Sailing My Life
Q10367051;Saltimbancos Trapalhões;Saltimbancos Trapalhões
Q10367092;Salutz;Salutz
Q10367150;Salve Regina;Salve Regina
Q10367151;Salve Simpatia;Salve Simpatia
Q10363295;Roberto Carlos;Roberto Carlos
Q10363292;Roberto Carlos;Roberto Carlos
Q10363293;Roberto Carlos;Roberto Carlos
Q10363296;Roberto Carlos;Roberto Carlos
Q10363297;Roberto Carlos;Roberto Carlos
Q10367153;Salve Simpatia;Salve Simpatia
Q10367183;Salão de Festas;Salão de Festas
Q10367239;Samba Pa' Ti - Un Tributo a Brasil;Samba Pa' Ti - Un Tributo a Brasil
Q10367241;Samba a Dois;Samba a Dois
Q10367250;Samba do Crioulo Doido;Samba do Crioulo Doido
Q10367263;Sambas de Enredo 2010;Sambas de Enredo 2010
Q10363298;Roberto Carlos;Roberto Carlos
Q10363299;Roberto Carlos;Roberto Carlos
Q10363300;Roberto Carlos;Roberto Carlos
Q10363301;Roberto Carlos;Roberto Carlos
Q10367264;Sambas e Bossas;Sambas e Bossas
Q10367482;San Remo 1968;San Remo 1968
Q10367612;Sandy & Junior na TV: As Melhores Aventuras do Programa;Sandy & Junior na TV: As Melhores Aventuras do Programa
Q10367623;Sandy & Junior;Sandy & Junior
Q10363303;Roberto Carlos;Roberto Carlos
Q10363306;Canta para a juventude;Canta para a juventude
Q10363307;En vivo;En vivo
Q10363305;Ao Vivo;Ao Vivo
Q10363312;E a música de Tom Jobim;E a música de Tom Jobim
Q10367624;Sandy e Júnior;Sandy & Junior
Q10367634;Sanfonas de Boca;Sanfonas de Boca
Q10367653;Sangue Latino;Sangue Latino
Q10367667;Sangueaudiência;Sangueaudiência
Q10367879;Santa Loucura;Santa Loucura
Q10368021;Santa Rosa;Santa Rosa
Q10368342;Sapato Velho;Sapato Velho
Q10368424;Sarajevo - Bósnia 1996;Sarajevo - Bósnia 1996
Q10368507;Satisfied;Satisfied
Q10368509;Saturday;Saturday
Q10368624;Saudade;Saudade
Q103649417;Black Pumas;Black Pumas
Q10363313;Canta a la Juventud;Canta a la Juventud
Q10363316;Em Jerusalém;Em Jerusalém
Q10363317;Roberto Carlos em Ritmo de Aventura;Roberto Carlos em Ritmo de Aventura
Q10363481;Robin Antin's Pussycat Dolls Workout;Robin Antin's Pussycat Dolls Workout
Q10363494;Robocop Gay;Robocop Gay
Q10363559;Rock'a'ula;Rock'a'ula
Q10363562;Rock'n'Road Again;Rock'n'Road Again
Q10363560;Rock'n'Road;Rock'n'Road
Q10363563;Rock'n'Road Movies;Rock'n'Road Movies
Q10363566;Rock in Rio 1985;Rock in Rio 1985
Q10363564;Rock'n'Road All Night;Rock'n'Road All Night
Q10363569;RockaByeBaby;RockaByeBaby
Q10363574;Rock 'n' Roll;Rock 'n' Roll
Q10363587;Rock Grande do Sul;Rock Grande do Sul
Q10363597;Rock da Cidade;Rock da Cidade
Q10363602;Rock in Rio: Cássia Eller Ao Vivo;Rock in Rio: Cássia Eller Ao Vivo
Q10363609;Rock n' Roll Tape;Rock n' Roll Tape
Q10363633;Rockstar Mentality;Rockstar Mentality
Q10363641;Roda Viva;Roda Viva
Q10363662;Rodeio da Vida;Rodeio da Vida
Q10363687;Rodolfo & ET;Rodolfo & ET
Q10364205;Romance;Romance
Q10364211;Romance Vol. II;Romance Vol. II
Q10364239;Romantic Paradise;Romantic Paradise
