id;es;en
Q81;zanahoria;carrot
Q1003148;Tejo de Fortingall;Fortingall Yew
Q100332169;Rosa ‘Triomphe de la Guillotière’;Rosa ‘Triomphe de la Guillotière’
Q100493347;Hydrangea paniculata ʽCandlelight’;Hydrangea paniculata ʽCandlelight’
Q100494241;Euonymus japonicus ʽWhite Spire’;Euonymus japonicus ʽWhite Spire’
Q100604999;Rosa ‘Abbé Roustan’;Rosa ‘Abbé Roustan’
Q100605023;Rosa 'Albert Stopford';Rosa 'Albert Stopford'
Q100605113;Rosa 'Alphonse Karr';Rosa 'Alphonse Karr'
Q100633640;Rosa 'Amélie Pollonnais';Rosa 'Amélie Pollonnais'
Q100633667;Rosa 'André Nabonnand';Rosa 'André Nabonnand'
Q100633691;Rosa 'Baron de Saint-Trivier';Rosa 'Baron de Saint-Trivier'
Q100633716;Rosa 'Baronne de Hoffmann';Rosa 'Baronne de Hoffmann'
Q100633741;Rosa 'Baronne Henriette de Loew';Rosa 'Baronne Henriette de Loew'
Q100633774;Rosa 'Baronne M. Werner';Rosa 'Baronne M. Werner'
Q100633802;Rosa 'Blanche Nabonnand';Rosa 'Blanche Nabonnand'
Q100633834;Rosa 'Camille Roux';Rosa 'Camille Roux'
Q100633893;Rosa 'Captain Philip Green';Rosa 'Captain Philip Green'
Q100633944;Rosa 'Charles de Thézillat';Rosa 'Charles de Thézillat'
Q100633974;Rosa 'Charles Lévêque';Rosa 'Charles Lévêque'
Q100634006;Rosa 'Clément Nabonnand';Rosa 'Clément Nabonnand'
Q100634032;Rosa 'Comte G. de Roquette-Buisson';Rosa 'Comte G. de Roquette-Buisson'
Q100634045;Rosa 'Comtesse Alban de Villeneuve';Rosa 'Comtesse Alban de Villeneuve'
Q100634066;Rosa 'Comtesse de Bardi';Rosa 'Comtesse de Bardi'
Q100634092;Rosa 'Comtesse de Caserta';Rosa 'Comtesse de Caserta'
Q100634112;Rosa 'Comtesse de Limerick';Rosa 'Comtesse de Limerick'
Q100634131;Rosa 'Comtesse de Panisse';Rosa 'Comtesse de Panisse'
Q100634153;Rosa 'Comtesse Festatics Hamilton';Rosa 'Comtesse Festatics Hamilton'
Q100634194;Rosa 'Comtesse Laure Saurma';Rosa 'Comtesse Laure Saurma'
Q100634211;Rosa 'Comtesse O’Gorman';Rosa 'Comtesse O’Gorman'
Q100634234;Rosa 'Comtesse Vitali';Rosa 'Comtesse Vitali'
Q100634278;Rosa 'Countess of Limerik';Rosa 'Countess of Limerik'
Q100634304;Rosa 'Curth Schultheis';Rosa 'Curth Schultheis'
Q100634325;Rosa 'Docteur Jules Lisnard';Rosa 'Docteur Jules Lisnard'
Q100634353;Rosa 'Duchesse de Vallombrosa';Rosa 'Duchesse de Vallombrosa'
Q100659330;Rosa 'Duchess of Edinburgh';Rosa 'Duchess of Edinburgh'
Q100659348;Rosa 'Édouard Pailleron';Rosa 'Édouard Pailleron'
Q100659391;Rosa 'Élisa Reboul';Rosa 'Élisa Reboul'
Q100659419;Rosa 'Eugène Meynadier';Rosa 'Eugène Meynadier'
Q100659456;Rosa 'Eugène Patette';Rosa 'Eugène Patette'
Q100659497;Rosa 'Exadelphé';Rosa 'Exadelphé'
Q100659541;Rosa 'Fiametta Nabonnand';Rosa 'Fiametta Nabonnand'
Q100659600;Rosa 'Flora Nabonnand';Rosa 'Flora Nabonnand'
Q100659647;Rosa 'Florence de Colquhoune';Rosa 'Florence de Colquhoune'
Q100659801;Rosa 'F.-M. dos Santos Vianna';Rosa 'F.-M. dos Santos Vianna'
Q100659989;Rosa 'Garden Robinson';Rosa 'Garden Robinson'
Q100660262;Rosa 'Jeanne Massop';Rosa 'Jeanne Massop'
Q100660280;Rosa 'Jeanne Naudin';Rosa 'Jeanne Naudin'
Q100660305;Rosa 'J. Vandennerch-Merstens';Rosa 'J. Vandennerch-Merstens'
Q100660327;Rosa 'La Chanson';Rosa 'La Chanson'
Q100660354;Rosa 'Lady Stanley';Rosa 'Lady Stanley'
Q100660014;Rosa 'Général D. Mertschansky';Rosa 'Général D. Mertschansky'
Q100660038;Rosa 'Général Galliéni';Rosa 'Général Galliéni'
Q100660068;Rosa 'Gloire de Puy d’Auzun';Rosa 'Gloire de Puy d’Auzun'
Q100660096;Rosa 'G. Nabonnand';Rosa 'G. Nabonnand'
Q100660123;Rosa 'Grande-Duchesse Anastasie';Rosa 'Grande-Duchesse Anastasie'
Q100660375;Rosa 'Lady Zoë Brougham';Rosa 'Lady Zoë Brougham'
Q100660395;Rosa 'La Grandeur';Rosa 'La Grandeur'
Q100660424;Rosa 'La Lune';Rosa 'La Lune'
Q100660440;Rosa 'La Mignonne';Rosa 'La Mignonne'
Q100660468;Rosa 'La Princesse Véra';Rosa 'La Princesse Véra'
Q100660482;Rosa 'Laure de Fénelon';Rosa 'Laure de Fénelon'
Q100660498;Rosa 'Louis Gontier';Rosa 'Louis Gontier'
Q100660514;Rosa 'Louis Guillaud';Rosa 'Louis Guillaud'
Q100660543;Rosa 'Louise Bourbonnaud';Rosa 'Louise Bourbonnaud'
Q100660576;Rosa 'Lucy Carnegie';Rosa 'Lucy Carnegie'
Q100660148;Rosa 'Henri Meynadier';Rosa 'Henri Meynadier'
Q100660174;Rosa 'Hermance Louisa de la Rive';Rosa 'Hermance Louisa de la Rive'
Q100660200;Rosa 'Impératrice Maria Feodorowna';Rosa 'Impératrice Maria Feodorowna'
Q100660225;Rosa 'Isaac Demole';Rosa 'Isaac Demole'
Q100660240;Rosa 'Janet Lord';Rosa 'Janet Lord'
Q100660599;Rosa 'Madame Benoît Desroches';Rosa 'Madame Benoît Desroches'
Q100660623;Rosa 'Madame Borriglione';Rosa 'Madame Borriglione'
Q100707371;Rosa 'Madame Crombez';Rosa 'Madame Crombez'
Q100707372;Rosa 'Madame Dubroca';Rosa 'Madame Dubroca'
Q100707389;Rosa 'Madame Jeanne Cuvier';Rosa 'Madame Jeanne Cuvier'
Q100707390;Rosa 'Madame Jules Siegfried';Rosa 'Madame Jules Siegfried'
Q100707391;Rosa 'Madame la Princesse de Radziwill';Rosa 'Madame la Princesse de Radziwill'
Q100707394;Rosa 'Madame Marguerite Large';Rosa 'Madame Marguerite Large'
Q100707395;Rosa 'Madame Marie Pavic';Rosa 'Madame Marie Pavic'
Q100707393;Rosa 'Madame Léon Février';Rosa 'Madame Léon Février'
Q100707398;Rosa 'Madame Rose Romarin';Rosa 'Madame Rose Romarin'
Q100707399;Rosa 'Madame Roussin';Rosa 'Madame Roussin'
Q100707396;Rosa 'Madame Nabonnand';Rosa 'Madame Nabonnand'
Q100707397;Rosa 'Madame Raphaël de Smet';Rosa 'Madame Raphaël de Smet'
Q100707401;Rosa 'Madame Thérèse Deschamps';Rosa 'Madame Thérèse Deschamps'
Q100707402;Rosa 'Madame Von Siemens';Rosa 'Madame Von Siemens'
Q100707403;Rosa 'Mademoiselle Adeline Outrez';Rosa 'Mademoiselle Adeline Outrez'
Q100707406;Rosa 'Mademoiselle la Princesse de Bourbon';Rosa 'Mademoiselle la Princesse de Bourbon'
Q100707404;Rosa 'Mademoiselle Claire Merle';Rosa 'Mademoiselle Claire Merle'
Q100707405;Rosa 'Mademoiselle Francisca Krüger';Rosa 'Mademoiselle Francisca Krüger'
Q100707408;Rosa 'Mademoiselle Lucie Faure';Rosa 'Mademoiselle Lucie Faure'
Q100707409;Rosa 'Mademoiselle Marguerite de Thesillat';Rosa 'Mademoiselle Marguerite de Thesillat'
Q100707415;Rosa 'Marguerite Marchais';Rosa 'Marguerite Marchais'
Q100707412;Rosa 'Mademoiselle Marie Gagnières';Rosa 'Mademoiselle Marie Gagnières'
Q100707413;Rosa 'Marguerite de Fénelon';Rosa 'Marguerite de Fénelon'
Q100707418;Rosa 'Marie-Caroline de Sartoux';Rosa 'Marie-Caroline de Sartoux'
Q100707416;Rosa 'Marie Bret';Rosa 'Marie Bret'
Q100707426;Rosa 'Marie Soleau';Rosa 'Marie Soleau'
Q100707425;Rosa 'Marie Husser';Rosa 'Marie Husser'
Q100707434;Rosa 'Mariette de Besobrazoff';Rosa 'Mariette de Besobrazoff'
Q100707435;Rosa 'Marquès de Aledo';Rosa 'Marquès de Aledo'
Q100707438;Rosa 'Mistress Mirabel Gray';Rosa 'Mistress Mirabel Gray'
Q100707436;Rosa 'Miss Agnès C. Sherman';Rosa 'Miss Agnès C. Sherman'
Q100707437;Rosa 'Miss Lizzie';Rosa 'Miss Lizzie'
Q100707440;Rosa 'Mistress Reynols Hole';Rosa 'Mistress Reynols Hole'
Q100707442;Rosa 'Monsieur Curth Schultheis';Rosa 'Monsieur Curth Schultheis'
Q100707443;Rosa 'Mystère';Rosa 'Mystère'
Q100707441;Rosa 'Monsieur Chabaud de Saint-Mandrier';Rosa 'Monsieur Chabaud de Saint-Mandrier'
Q100707444;Rosa 'Nathalie Imbert';Rosa 'Nathalie Imbert'
Q100707445;Rosa 'Paul Nabonnand';Rosa 'Paul Nabonnand'
Q100707446;Rosa 'Prince Riffaut';Rosa 'Prince Riffaut'
Q100707448;Rosa 'Prince Wassiltchikoff';Rosa 'Prince Wassiltchikoff'
Q100707449;Rosa 'Princesse de Bourbon';Rosa 'Princesse de Bourbon'
Q100741514;Rosa 'Blanche Rebatel';Rosa 'Blanche Rebatel'
Q100741515;Rosa 'Madame E. A. Nolte';Rosa 'Madame E. A. Nolte'
Q100741518;Rosa 'Mademoiselle Joséphine Burland';Rosa 'Mademoiselle Joséphine Burland'
Q100741519;Rosa 'Baronne Henriette Snoy';Rosa 'Baronne Henriette Snoy'
Q100741516;Rosa 'Madame Frédéric Weiss';Rosa 'Madame Frédéric Weiss'
Q100741517;Rosa 'Mademoiselle Camille de la Rochetaillée';Rosa 'Mademoiselle Camille de la Rochetaillée'
Q100741520;Rosa 'Chevalier Angelo Ferraro';Rosa 'Chevalier Angelo Ferraro'
Q100741523;Rosa 'Comtesse Olivier de Lorgeril';Rosa 'Comtesse Olivier de Lorgeril'
Q100741521;Rosa 'Clémence Marchix';Rosa 'Clémence Marchix'
Q100741526;Rosa 'Katharine G. Waren';Rosa 'Katharine G. Waren'
Q100741524;Rosa 'Curiace';Rosa 'Curiace'
Q100741525;Rosa 'Joseph Métrai';Rosa 'Joseph Métrai'
Q100741571;Rosa 'Mademoiselle Juliette Doucet';Rosa 'Mademoiselle Juliette Doucet'
Q100741568;Rosa 'Madeleine d’Aoust';Rosa 'Madeleine d’Aoust'
Q100741573;Rosa 'Mademoiselle Yvonne Gravier';Rosa 'Mademoiselle Yvonne Gravier'
Q100741576;Rosa 'Marquise de Chaponnay';Rosa 'Marquise de Chaponnay'
Q100741577;Rosa 'Miss Katerine G. Warren';Rosa 'Miss Katerine G. Warren'
Q100741527;Rosa 'Madame Antony Choquens';Rosa 'Madame Antony Choquens'
Q100741530;Rosa 'Madame Bernède';Rosa 'Madame Bernède'
Q100741531;Rosa 'Madame H. de Potworowska';Rosa 'Madame H. de Potworowska'
Q100741528;Rosa 'Madame Barillet Deschamps';Rosa 'Madame Barillet Deschamps'
Q100741529;Rosa 'Madame Berkeley';Rosa 'Madame Berkeley'
Q100741578;Rosa 'Monsieur Aimé Colcombet';Rosa 'Monsieur Aimé Colcombet'
Q100741582;Rosa 'Princesse de Bassaraba de Brancovan';Rosa 'Princesse de Bassaraba de Brancovan'
Q100741583;Rosa 'Rose d'Évian';Rosa ‘Rose d’Évian’
Q100741580;Rosa 'Monsieur Édouard Littaye';Rosa 'Monsieur Édouard Littaye'
Q100741581;Rosa 'Préfet Monteil';Rosa 'Préfet Monteil'
Q100742678;Rosa 'Mademoiselle Marthe Cahuzac';Rosa 'Mademoiselle Marthe Cahuzac'
Q100742682;Rosa 'Baronne Ch. Taube';Rosa 'Baronne Ch. Taube'
Q100742683;Rosa 'Baronne Fanny Van der Noot';Rosa 'Baronne Fanny Van der Noot'
Q100742680;Rosa 'Mélina Peyrusson';Rosa 'Mélina Peyrusson'
Q100742681;Rosa 'Arthur Chiggiato';Rosa 'Arthur Chiggiato'
Q100741586;Rosa 'Souvenir de Mme A. Henneveu';Rosa 'Souvenir de Mme A. Henneveu'
Q100741587;Rosa 'Souvenir de Mlle Victor Caillet';Rosa 'Souvenir de Mlle Victor Caillet'
Q100741591;Rosa 'V. Vivo E. Hyjos';Rosa 'V. Vivo E. Hyjos'
Q100741588;Rosa 'Souvenir de William Robinson';Rosa 'Souvenir de William Robinson'
Q100741589;Rosa 'Viviand Morel';Rosa 'Viviand Morel'
Q100742686;Rosa 'Catharina Gerchen Freundlich';Rosa 'Catharina Gerchen Freundlich'
Q100742687;Rosa 'Château d’Ourout';Rosa 'Château d’Ourout'
Q100742684;Rosa 'Berthe Thouvenot';Rosa 'Berthe Thouvenot'
Q100742685;Rosa 'Capitaine Millet';Rosa 'Capitaine Millet'
Q100742689;Rosa 'Docteur Albert Moulonguet';Rosa 'Docteur Albert Moulonguet'
Q100741532;Rosa 'Madame Jules Cambon';Rosa 'Madame Jules Cambon'
Q100741542;Rosa 'Madame Scipion Cochet';Rosa 'Madame Scipion Cochet'
Q100741562;Rosa 'Madame Mulson';Rosa 'Madame Mulson'
Q100741561;Rosa 'Madame Marthe Dubourg';Rosa 'Madame Marthe Dubourg'
Q100741565;Rosa 'Madame Oeker Ferencz';Rosa 'Madame Oeker Ferencz'
Q100742690;Rosa 'Docteur Eug. Teixeira Leita';Rosa 'Docteur Eug. Teixeira Leita'
Q100742694;Rosa 'Docteur Pouleur';Rosa 'Docteur Pouleur'
Q100742695;Rosa 'F.-L. Segers';Rosa 'F.-L. Segers'
Q100742692;Rosa 'Docteur Gueillot';Rosa 'Docteur Gueillot'
Q100742696;Rosa 'Joao Borges Vieira';Rosa 'Joao Borges Vieira'
Q100742698;Rosa 'Madame Isabelle Gomel-Pujos';Rosa 'Madame Isabelle Gomel-Pujos'
Q100742699;Rosa 'Mademoiselle Onofrio';Rosa 'Mademoiselle Onofrio'
Q100742697;Rosa 'Madame Croz Cini';Rosa 'Madame Croz Cini'
Q100742700;Rosa 'Marguerite Ketten';Rosa 'Marguerite Ketten'
Q100742701;Rosa 'Maria Duckhardt';Rosa 'Maria Duckhardt'
Q100742707;Rosa 'Souvenir de Mme L. Weber';Rosa 'Souvenir de Mme L. Weber'
Q100742711;Rosa 'Duc de Caylus';Rosa 'Duc de Caylus'
Q100742708;Rosa 'Abbé Thomasson';Rosa 'Abbé Thomasson'
Q100742709;Rosa 'Baronne J.-B. de Morand';Rosa 'Baronne J.-B. de Morand'
Q100742712;Rosa 'Georges Schwartz';Rosa 'Georges Schwartz'
Q100742722;Rosa 'Madame Trievoz';Rosa 'Madame Trievoz'
Q100742723;Rosa 'Mademoiselle Anna Chartron';Rosa 'Mademoiselle Anna Chartron'
Q100742726;Rosa 'Mademoiselle Germaine Molinier';Rosa 'Mademoiselle Germaine Molinier'
Q100742727;Rosa 'Mademoiselle Marie-Thérèse Molinier';Rosa 'Mademoiselle Marie-Thérèse Molinier'
Q100742724;Rosa 'Mademoiselle Geneviève Goujon';Rosa 'Mademoiselle Geneviève Goujon'
Q100742730;Rosa 'Charles Métroz';Rosa 'Charles Métroz'
Q100742731;Rosa 'Pauline Nodet';Rosa 'Pauline Nodet'
Q100742728;Rosa 'Bellina Guillot';Rosa 'Bellina Guillot'
Q100742732;Rosa 'Alba';Rosa 'Alba'
Q100742733;Rosa 'Blanche de Solleville';Rosa 'Blanche de Solleville'
Q100742734;Rosa 'David Pradel';Rosa 'David Pradel'
Q100742735;Rosa 'Ernestine Tavernier';Rosa 'Ernestine Tavernier'
Q100742738;Rosa 'Léontine Laporte';Rosa 'Léontine Laporte'
Q100742736;Rosa 'Esther Pradel';Rosa 'Esther Pradel'
Q100742737;Rosa 'Impératrice Eugénie';Rosa 'Impératrice Eugénie'
Q100742715;Rosa 'Madame Anthérieu Périer';Rosa 'Madame Anthérieu Périer'
Q100742719;Rosa 'Madame Ernest Perrin';Rosa 'Madame Ernest Perrin'
Q100742716;Rosa 'Madame Dellespaul';Rosa 'Madame Dellespaul'
Q100742717;Rosa 'Madame de Moidrey';Rosa 'Madame de Moidrey'
Q100742721;Rosa 'Madame G. Mazuyer';Rosa 'Madame G. Mazuyer'
Q100742702;Rosa 'Prince Théodore Galitzine';Rosa 'Prince Théodore Galitzine'
