id;es;en
P1308;titular del cargo;officeholder
Q101;Lopadotemajoselajogaleokranioleipsanodrimipotrimmatosilfiokarabomelitokatakejimenokijlepikossifofatoperisteralektrionoptekefaliokinklopeleiolagoiosiraiobafetraganopterigón;Lopado­temacho­selacho­galeo­kranio­leipsano­drim­hypo­trimmato­silphio­karabo­melito­katakechy­meno­kichl­epi­kossypho­phatto­perister­alektryon­opte­kephallio­kigklo­peleio­lagoio­siraio­baphe­tragano­pterygon
Q149;Nyan Cat;Nyan Cat
Q24;Jack Bauer;Jack Bauer
Q75;Internet;Internet
Q1000043;Ed Warner;Ken Wakashimazu
Q1000118;Peter Pettigrew;Peter Pettigrew
Q1001180;Río Buenaventura;Buenaventura River
Q100147841;Pepsi Perfect;Pepsi Perfect
Q100156218;January Van Sant;January Van Sant
Q100156219;Samuel Jordan;Samuel Jordan
Q100156220;Valerie Harmon;Valerie Harmon
Q100156221;Tyrone Henry;Tyrone Henry
Q100156223;Martin Sandwich;Martin Sandwich
Q100156226;Becca Woolett;Becca Woolett
Q100156229;Daniel Fabron;Daniel Fabron
Q1002242;Demitri Maximoff;Demitri Maximoff
Q100254963;Ahri;Ahri
Q100254972;Azir;Azir
Q100255008;Jinx;Jinx
Q100255023;LeBlanc;LeBlanc
Q100255084;Taliyah;Taliyah
Q100276062;Klaane Jan;Klaane Jan
Q1002884;Forja (cómic);Forge
Q1003420;Francis Griffin;Francis Griffin
Q1003839;Fremen;Fremen
Q1004568;Antorcha Humana;Human Torch
Q1005907;Tierra;Earth
Q1006293;Confederación de Sistemas Independientes;Confederacy of Independent Systems
Q100884076;Momotarō;Momotarō
Q100888045;Marduk Kurios;Marduk Kurios
Q100888089;Pridwen;Pridwen
Q100989140;Yvonne Gradelet;Yvonne Gradelet
Q101002764;Gonzalo Puigdollers;Goopy GilsCarbo
Q1010452;Gil Grissom;Gil Grissom
Q101069438;Pilar Estravados;Pilar Estravados
Q101069445;Princesa Natalia Dragomiroff;Princess Natalia Dragomiroff
Q101136766;Edelgard von Hresvelg;Edelgard von Hresvelg
Q101197807;universo de Astérix;Asterix universe
Q101206419;Devil (Star Trek);Devil
Q1012829;Natsume Hyūga;Natsume Hyuuga
Q1012843;Mikan Sakura;Mikan Sakura
Q1013034;Sunstreaker;Sunstreaker
Q101342467;Nadia la Arwall;Nadia la Arwall
Q1014112;Zoruru;Zoruru
Q1014123;Taruru;Taruru
Q1014855;Dash Parr;Dash Parr
Q101506971;Dabi;Dabi
Q101564259;Publio Lucrecio;Publius Lucretius
Q1016063;Fu Niu Lele;Fu Niu Lele
Q1016966;Badtz-Maru;Bad Badtz-maru
Q1017766;Buster Brown;Buster Brown
Q101844317;El robot calculadora;BMO
Q1018962;Marach;Marach
Q101938759;Armando Mendoza;Armando Mendoza
Q101939038;Ecomoda;EcoModa
Q101939991;Patricia Fernández;Patricia Fernández
Q101940734;Marcela Valencia;Marcela Valencia
Q101999670;Martin Mertens;Martin Mertens
Q102045713;Ferragnez;Ferragnez
Q102059;gorgona;Gorgons
Q102122789;Cobb Vanth;Cobb Vanth
Q102173890;Anne Boonchuy;Anne Boonchuy
Q102181015;Prólix;Prolix
Q1022487;Ein Kerem;Ein Karem
Q102302980;Night City;Night City
Q102315019;Kawaki;Kawaki
Q102315460;Waver Velvet;Waver Velvet
Q102349530;2B;2B
Q102402;Kandalf;Kandalf
Q102402376;Jules Vaughn;Jules Vaughn
Q102402667;Rue Bennett;Rue Bennett
Q102420036;Toshinori Oda;Toshinori Oda
Q102420041;Dex-Starr;Dex-Starr
Q102423149;Milco;Milco
Q102424699;Lilliput;Lilliput
Q102594043;Viejo Viscacha;Old Viscacha
Q10260598;Corinne Dufour;Corinne Dufour
Q10262704;Cynder;Cynder
Q10263479;D6;D6
Q10264220;Dario;Dario
Q10264245;Tierra Oscura;Dark Land
Q10264736;Defensa contra las artes oscuras;Defense Against the Dark Arts
Q10264872;Della Leiter;Della Leiter
Q10264933;Demelza Robbins;Demelza Robins
Q10266049;Diane Lockhart;Diane Lockhart
Q10266348;Dilys Derwent;Dilys Derwent
Q10267855;Dogão;Dogão
Q10268404;Dorian Tyrell;Dorian Tyrell
Q10268549;Dr. Carl Mortner;Dr. Carl Mortner
Q10268554;Dr. Kaufman;Dr. Kaufman
Q10270917;Edwina Winston;Edwina
Q10271128;El Chavo del 8;El Chavo del Ocho
Q10271791;Elfwine;Elfwine
Q10272004;Elliot Carver;Elliot Carver
Q10272032;Yelmo-Dragón de Dor-lómin;Dragon-helm of Dor-lómin
Q10272391;Locque;Emile Leopold Locque
Q10272595;Emilia;Emília
Q10273570;Eric Green;Eric Green
Q10273573;Eric Manoli;Eric Manoli
Q1027691;Gothmog;Gothmog
Q10279728;Fago;Fago
Q10280272;Fatima Blush;Fatima Blush
Q10282204;hijos de Fëanor;sons of Fëanor
Q1028489;Guan;Guan
Q10285533;Frank Rossitano;Frank Rossitano
Q1028714;Pepito Grillo;Jiminy Cricket
Q1028721;Chimecho;Chimecho
Q10288122;Galinha Pintadinha;Galinha Pintadinha
Q10288335;Gareth Mallory;Gareth Mallory
Q10290323;Godínez;Godínez
Q10290691;goron;Goron
Q10290844;Graem Bauer;Graem Bauer
Q10291559;Griff Tannen;Griff Tannen
Q10291638;Gru;Gru
Q10292710;Guido Anselmi;Guido Anselmi
Q10293636;Hamilton Burger;Hamilton Burger
Q10294234;Hector Salazar;Hector Salazar
Q10294970;Herbert, el oso polar;Herbert P. Bear
Q10295399;Hickory, Dickory y Doc;Hickory, Dickory, and Doc
Q10303579;Irene Merryweather;Irene Merryweather
Q10303719;hermanos Derrick;Tachibana brothers
Q103046044;Armadura de Iron Man (Universo cinematográfico de Marvel);Iron Man's armor
Q10306929;Jimmy Bond;Jimmy Bond
Q10307568;Joe Butcher;Joe Butcher
Q10307927;Johnston Green;Johnston Green
Q10307970;Jonas Oldacre;Jonas Oldacre
Q10308600;Joseph Mercer;Ian Mercer
Q10313666;Kalinda Sharma;Kalinda Sharma
Q10314127;Keika;Keika
