id;es;en
Q107411;ostra;oyster
Q155922;queso parmesano;Parmesan
Q165199;ají;chili pepper
Q170037;Aceto balsámico;balsamic vinegar
Q170049;Reggianito;Reggianito
Q170486;jamón;ham
Q15645384;trigo;wheat
Q177378;tofu;tofu
Q177727;Morbier;morbier
Q181409;yema de huevo;egg yolk
Q181871;Esturión;sturgeon
Q16336079;yema;yolk
Q16359149;queso Jāņi;Jāņi cheese
Q16529676;Paeonia lactiflora ‘Sarah Bernhardt’;Paeonia lactiflora ‘Sarah Bernhardt’
Q16724424;esencias de agujas de pino;spruce oils
Q17010024;Queso egipcio;Egyptian cheese
Q17053386;Jamón de Portugal;presunto
Q17067155;balkánský sýr;balkánský sýr
Q17072135;Charlotte's Web;Charlotte's Web
Q18012503;azúcar de caña;cane sugar
Q18356389;Harina de banana;banana flour
Q18384179;Higado de cerdo;pork liver
Q18470462;Requeixo;Requeixo
Q18657398;Caldo de piedra;Caldo de piedra
Q18746482;Astracán Roja;Red Astrachan
Q19704237;cameline;Cameline sauce
Q102035949;piel de naranja;orange peel
Q192628;carne de res;beef
Q102414205;Solanum lycopersicum 'Johannisfeuer';Johannisfeuer
Q103795986;pimienta verde;green pepper
Q104037650;cáscara de limón;lemon peel
Q104187559;aceite pérsico;persic oil
Q104419218;Aceite de Lucena;Olive oil from Lucena
Q105549861;cáscara de centeno;rye bran
Q106206370;Anil para Lavadeiras;Anil para Lavadeiras
Q106206372;Anil para Lavadeiras;Anil para Lavadeiras
Q106206762;Bomba de Mate;Bomba de Mate
Q107246447;piel de ternera;calf skin
Q107246636;hueso de cordero;lamb bone
Q107304871;garra de pollo;chicken claw
Q189221;queso roquefort;Roquefort cheese
Q184321;Aceite de cedro;cedar oil
Q184357;almendra;almond
Q185009;suero de leche;whey
Q1067261;Ras el hanut;ras el hanout
Q1071353;Chevrotin;chevrotin
Q1073142;chimichurri;chimichurri
Q1086855;Camembert de Normandie;camembert de Normandie
Q1086886;Riviera Ligure;Riviera Ligure
Q1103369;Aceite de tomillo;thyme oil
